fullpath,length,objects
temp_clips\2001_A_SPACE_ODYSSEY\Scene-116.mp4,7.675,"['bear', 'bear', 'person', 'person', 'person', 'dog', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1160.mp4,5.609,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1161.mp4,9.193,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1162.mp4,8.06,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1163.mp4,6.133,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1164.mp4,10.028,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1165.mp4,10.024,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1166.mp4,6.52,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1167.mp4,10.02,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1168.mp4,10.015,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1169.mp4,10.011,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-117.mp4,2.837,"['bear', 'bear', 'bear', 'bear', 'bear', 'bear', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1170.mp4,10.027,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1171.mp4,10.022,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1172.mp4,10.018,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1173.mp4,10.013,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1174.mp4,10.03,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1175.mp4,10.025,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1176.mp4,10.02,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1177.mp4,10.016,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1178.mp4,10.011,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1179.mp4,10.028,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-118.mp4,10.027,"['bear', 'bear', 'dog', 'bear', 'bear', 'bear', 'person', 'person', 'dog']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1180.mp4,10.023,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1181.mp4,10.018,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1182.mp4,10.014,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1183.mp4,10.03,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1184.mp4,10.026,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1185.mp4,10.021,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1186.mp4,10.016,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1187.mp4,10.012,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1188.mp4,10.028,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1189.mp4,10.024,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-119.mp4,1.724,"['bear', 'bear', 'bear', 'bear']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1190.mp4,10.019,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1191.mp4,10.014,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1192.mp4,10.031,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-1193.mp4,8.298,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-120.mp4,4.601,"['dog', 'bear']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-121.mp4,6.775,['baseball bat']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-122.mp4,4.691,['boat']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-123.mp4,10.025,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-124.mp4,10.02,['car']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-125.mp4,9.055,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-126.mp4,10.01,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-127.mp4,10.026,"['umbrella', 'kite']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-128.mp4,5.84,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-129.mp4,10.028,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-130.mp4,10.023,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-131.mp4,9.4,['train']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-132.mp4,10.021,['boat']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-133.mp4,10.017,"['scissors', 'aeroplane']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-134.mp4,9.607,['chair']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-135.mp4,9.016,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-136.mp4,3.719,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-137.mp4,7.069,"['chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-138.mp4,3.646,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-139.mp4,8.765,"['chair', 'person', 'chair']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-140.mp4,4.55,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-141.mp4,10.031,"['chair', 'person', 'train']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-142.mp4,7.146,"['tvmonitor', 'tvmonitor', 'person', 'tennis racket']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-143.mp4,7.609,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-144.mp4,4.05,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-145.mp4,7.15,['aeroplane']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-146.mp4,10.024,['orange']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-147.mp4,10.019,['orange']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-148.mp4,10.014,['bird']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-149.mp4,9.903,"['oven', 'tvmonitor', 'cell phone', 'person', 'person', 'chair']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-150.mp4,9.981,['microwave']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-151.mp4,9.677,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-152.mp4,10.026,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-153.mp4,10.022,['oven']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-154.mp4,10.017,['oven']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-155.mp4,2.439,['oven']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-156.mp4,10.025,['train']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-157.mp4,10.021,['train']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-158.mp4,10.016,"['oven', 'tvmonitor', 'person', 'person', 'chair']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-159.mp4,10.011,"['car', 'bus']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-160.mp4,10.028,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-161.mp4,2.087,['cake']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-162.mp4,10.029,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-163.mp4,10.024,"['remote', 'cell phone', 'cell phone', 'chair', 'sofa', 'sofa', 'sofa', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-164.mp4,17.486,"['book', 'person', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-165.mp4,14.282,"['chair', 'chair', 'chair', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-166.mp4,2.685,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-167.mp4,31.332,"['tvmonitor', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-168.mp4,44.02,"['remote', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'diningtable', 'person', 'person', 'sofa', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-169.mp4,21.117,"['laptop', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-170.mp4,16.695,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-171.mp4,20.022,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-172.mp4,5.271,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-173.mp4,34.512,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-174.mp4,10.473,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-175.mp4,3.354,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-176.mp4,7.846,"['diningtable', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'handbag', 'person', 'person', 'person', 'handbag', 'wine glass', 'person', 'chair', 'cup', 'cup', 'person', 'cup', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-177.mp4,23.067,"['diningtable', 'diningtable', 'chair', 'chair', 'chair', 'chair', 'person', 'person', 'person', 'person', 'handbag', 'person', 'person', 'chair', 'person', 'chair', 'handbag', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-178.mp4,16.322,"['diningtable', 'diningtable', 'chair', 'chair', 'chair', 'chair', 'person', 'person', 'chair', 'person', 'person', 'person', 'person', 'chair', 'backpack', 'chair', 'cup', 'wine glass', 'cup', 'cup', 'cup']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-179.mp4,42.723,"['diningtable', 'chair', 'chair', 'chair', 'chair', 'person', 'person', 'person', 'person', 'person', 'cup', 'person', 'cup', 'cup', 'chair', 'chair']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-180.mp4,67.833,"['diningtable', 'diningtable', 'cup', 'diningtable', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'person', 'person', 'person', 'person', 'person', 'cup', 'chair', 'chair', 'cup', 'cup', 'cup']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-181.mp4,17.316,"['chair', 'chair', 'chair', 'tie', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-182.mp4,57.906,"['diningtable', 'chair', 'chair', 'person', 'person', 'chair', 'cup', 'person', 'person', 'cup', 'person', 'cup', 'chair', 'chair']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-183.mp4,22.159,"['tvmonitor', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'person', 'person', 'person', 'person', 'chair', 'chair', 'diningtable', 'person', 'cup']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-184.mp4,4.428,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-185.mp4,10.012,['apple']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-186.mp4,2.754,"['apple', 'mouse']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-187.mp4,10.028,"['chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'person', 'surfboard']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-188.mp4,10.023,"['book', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-189.mp4,10.018,"['chair', 'chair', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-190.mp4,6.6,"['book', 'chair', 'person', 'person', 'chair', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-191.mp4,4.512,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-192.mp4,6.813,"['sports ball', 'mouse']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-193.mp4,1.635,"['mouse', 'mouse', 'orange']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-194.mp4,10.014,"['clock', 'clock', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-195.mp4,10.03,"['surfboard', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-196.mp4,10.026,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-197.mp4,10.021,"['clock', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-198.mp4,10.016,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-199.mp4,9.969,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-200.mp4,5.506,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-201.mp4,5.269,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-202.mp4,5.645,"['clock', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-203.mp4,9.317,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-204.mp4,10.021,"['chair', 'chair', 'person', 'chair', 'chair', 'chair', 'chair']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-205.mp4,12.64,"['chair', 'chair', 'chair', 'chair', 'chair', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-206.mp4,20.034,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-207.mp4,3.257,['cake']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-208.mp4,10.031,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-209.mp4,5.93,['bird']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-210.mp4,9.18,"['tvmonitor', 'tvmonitor', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-211.mp4,10.011,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-212.mp4,10.027,"['clock', 'aeroplane']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-213.mp4,3.431,"['motorbike', 'aeroplane']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-214.mp4,10.015,['aeroplane']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-215.mp4,3.354,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-216.mp4,10.024,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-217.mp4,9.443,['surfboard']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-218.mp4,5.436,"['chair', 'chair', 'person', 'person', 'person', 'tie']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-219.mp4,10.019,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-220.mp4,10.014,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-221.mp4,2.266,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-222.mp4,10.018,"['surfboard', 'frisbee', 'motorbike', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-223.mp4,6.557,"['surfboard', 'frisbee', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-224.mp4,10.015,['boat']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-225.mp4,3.759,"['boat', 'boat']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-226.mp4,10.011,"['car', 'car']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-227.mp4,10.027,['boat']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-228.mp4,10.023,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-229.mp4,4.386,"['book', 'chair', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-230.mp4,5.468,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-231.mp4,10.01,['aeroplane']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-232.mp4,2.965,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-233.mp4,10.031,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-234.mp4,10.026,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-235.mp4,10.021,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-236.mp4,10.017,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-237.mp4,10.012,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-238.mp4,2.093,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-239.mp4,10.013,"['diningtable', 'diningtable', 'diningtable', 'person', 'person', 'person', 'person', 'cup', 'person', 'person', 'bench', 'person', 'person', 'person', 'chair', 'bottle', 'bench', 'bench', 'chair', 'person', 'person', 'bottle', 'cup']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-240.mp4,10.03,"['diningtable', 'diningtable', 'diningtable', 'bench', 'diningtable', 'bench', 'bench', 'person', 'person', 'person', 'person', 'person', 'bench', 'person', 'person', 'person', 'chair', 'bench', 'person', 'person', 'person', 'person', 'bottle', 'cup']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-241.mp4,85.886,"['diningtable', 'diningtable', 'diningtable', 'diningtable', 'person', 'person', 'person', 'person', 'person', 'person', 'bench', 'bench', 'bench', 'person', 'chair', 'chair', 'person', 'bench', 'chair', 'cup', 'cup', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-242.mp4,19.87,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-243.mp4,15.441,"['book', 'book', 'book', 'chair', 'chair', 'chair', 'person', 'person', 'person', 'person', 'chair', 'person', 'person', 'person', 'person', 'diningtable', 'bottle', 'backpack', 'person', 'person', 'person', 'cup', 'chair', 'person', 'cup']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-244.mp4,18.739,"['diningtable', 'diningtable', 'cup', 'cup', 'cup', 'cup', 'bottle', 'cup', 'bottle', 'cup', 'cup', 'person', 'cup', 'person', 'person', 'chair', 'person', 'cup', 'person', 'cup', 'bench', 'person', 'bottle', 'chair', 'chair', 'person', 'person', 'cup']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-245.mp4,15.906,"['diningtable', 'person', 'cup']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-246.mp4,19.151,"['book', 'book', 'book', 'bench', 'person', 'person', 'person', 'bottle', 'cup', 'cup', 'person', 'person', 'person', 'cup', 'person', 'diningtable', 'diningtable', 'diningtable', 'bottle', 'bench', 'bottle', 'chair', 'bench', 'person', 'person', 'person', 'cup', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-247.mp4,17.863,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-248.mp4,6.39,"['vase', 'cup', 'chair', 'cup', 'person', 'diningtable', 'cup', 'chair', 'cup']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-249.mp4,10.014,"['book', 'chair', 'chair', 'cup', 'cup', 'cup', 'cup', 'person', 'bench', 'person', 'person', 'cup', 'person', 'diningtable', 'cup', 'cup', 'person', 'person', 'person', 'cup', 'chair', 'chair', 'diningtable', 'person', 'cup', 'cup']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-250.mp4,5.806,"['book', 'cup', 'cup', 'person', 'cup', 'person', 'chair', 'person', 'person', 'cup', 'cup', 'person', 'person', 'cup', 'diningtable', 'cup', 'person', 'person', 'diningtable', 'bench', 'chair', 'chair', 'person', 'cup']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-251.mp4,11.892,"['person', 'tie']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-252.mp4,23.322,"['book', 'diningtable', 'chair', 'person', 'person', 'person', 'person', 'bench', 'chair', 'person', 'diningtable', 'tie', 'chair', 'person', 'cup', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-253.mp4,5.149,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-254.mp4,9.021,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-255.mp4,10.018,"['person', 'boat']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-256.mp4,4.637,"['boat', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-257.mp4,9.18,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-258.mp4,11.012,['frisbee']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-259.mp4,8.428,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-260.mp4,6.232,['truck']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-261.mp4,9.32,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-262.mp4,10.024,"['person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-263.mp4,8.355,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-264.mp4,10.019,"['person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-265.mp4,10.014,"['cell phone', 'person', 'chair', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-266.mp4,10.031,"['person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-267.mp4,7.765,"['scissors', 'person', 'person', 'hot dog', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-268.mp4,6.151,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-269.mp4,14.441,"['person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-270.mp4,20.746,"['laptop', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-271.mp4,9.105,"['tvmonitor', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-272.mp4,4.813,"['book', 'sandwich', 'person', 'person', 'pizza']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-273.mp4,27.451,"['pizza', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-274.mp4,8.433,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-275.mp4,11.72,"['boat', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-276.mp4,9.387,['boat']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-277.mp4,11.523,['horse']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-278.mp4,9.27,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-279.mp4,6.176,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-280.mp4,2.67,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-281.mp4,1.771,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-282.mp4,1.086,"['tvmonitor', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-283.mp4,1.047,"['clock', 'tvmonitor', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-284.mp4,1.007,"['person', 'tvmonitor']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-285.mp4,0.966,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-286.mp4,1.052,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-287.mp4,3.188,"['book', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-288.mp4,17.362,"['person', 'tvmonitor']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-289.mp4,18.784,"['tvmonitor', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-290.mp4,10.022,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-291.mp4,10.017,"['person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-292.mp4,10.012,"['umbrella', 'person', 'person', 'person', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-293.mp4,13.89,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-294.mp4,5.057,"['skis', 'person', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-295.mp4,23.669,"['person', 'parking meter', 'parking meter', 'person', 'person', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-296.mp4,10.025,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-297.mp4,8.357,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-298.mp4,3.344,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-299.mp4,7.772,['bottle']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-300.mp4,10.019,"['person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-301.mp4,5.172,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-302.mp4,6.891,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-303.mp4,2.676,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-304.mp4,3.462,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-305.mp4,7.062,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-306.mp4,4.6,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-307.mp4,10.018,['traffic light']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-308.mp4,5.64,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-309.mp4,5.555,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-310.mp4,9.224,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-311.mp4,10.012,"['backpack', 'person', 'person', 'person', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-312.mp4,10.028,"['person', 'person', 'person', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-313.mp4,10.024,"['backpack', 'person', 'horse', 'person', 'horse', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-314.mp4,4.856,"['person', 'person', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-315.mp4,4.136,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-316.mp4,7.644,"['person', 'person', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-317.mp4,1.847,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-318.mp4,5.173,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-319.mp4,1.346,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-320.mp4,2.017,['cake']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-321.mp4,5.049,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-322.mp4,10.029,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-323.mp4,10.024,['aeroplane']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-324.mp4,10.02,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-325.mp4,10.015,"['clock', 'clock']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-326.mp4,10.01,['aeroplane']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-327.mp4,10.027,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-328.mp4,1.382,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-329.mp4,10.012,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-330.mp4,1.132,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-331.mp4,10.012,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-332.mp4,4.844,['person']
